0 4.73793e+12
1.00002e-12 9.53674e+08
2.00004e-12 9.91821e+08
3.00006e-12 9.53674e+08
4.00008e-12 9.91821e+08
5.0001e-12 9.91821e+08
6.00012e-12 9.91821e+08
7.00014e-12 9.91821e+08
8.00016e-12 9.91821e+08
9.00018e-12 9.91821e+08
1.00002e-11 9.91821e+08
1.10002e-11 1.02997e+09
1.20002e-11 1.02997e+09
1.30003e-11 9.91821e+08
1.40003e-11 1.06812e+09
1.50003e-11 9.91821e+08
1.60003e-11 1.06812e+09
1.70003e-11 1.02997e+09
1.80004e-11 1.02997e+09
1.90004e-11 1.06812e+09
2.00004e-11 1.02997e+09
2.10004e-11 1.06812e+09
2.20004e-11 1.02997e+09
2.30005e-11 1.06812e+09
2.40005e-11 1.06812e+09
2.50005e-11 1.06812e+09
2.60005e-11 1.06812e+09
2.70005e-11 1.06812e+09
2.80006e-11 1.06812e+09
2.90006e-11 1.06812e+09
3.00006e-11 1.10626e+09
3.10006e-11 1.06812e+09
3.20006e-11 1.10626e+09
3.30007e-11 1.06812e+09
3.40007e-11 1.10626e+09
3.50007e-11 1.10626e+09
3.60007e-11 1.06812e+09
3.70007e-11 1.14441e+09
3.80008e-11 1.06812e+09
3.90008e-11 1.10626e+09
4.00008e-11 1.10626e+09
4.10008e-11 1.14441e+09
4.20008e-11 1.06812e+09
4.30009e-11 1.14441e+09
4.40009e-11 1.10626e+09
4.50009e-11 1.10626e+09
4.60009e-11 1.14441e+09
4.70009e-11 1.10626e+09
4.8001e-11 1.14441e+09
4.9001e-11 1.10626e+09
5.0001e-11 1.14441e+09
5.1001e-11 1.10626e+09
5.2001e-11 1.14441e+09
5.30011e-11 1.10626e+09
5.40011e-11 1.14441e+09
5.50011e-11 1.14441e+09
5.60011e-11 1.14441e+09
5.70011e-11 1.10626e+09
5.80012e-11 1.14441e+09
5.90012e-11 1.14441e+09
6.00012e-11 1.14441e+09
6.10012e-11 1.14441e+09
6.20012e-11 1.10626e+09
6.30013e-11 1.14441e+09
6.40013e-11 1.14441e+09
6.50013e-11 1.14441e+09
6.60013e-11 1.14441e+09
6.70013e-11 1.14441e+09
6.80014e-11 1.14441e+09
6.90014e-11 1.14441e+09
7.00014e-11 1.14441e+09
7.10014e-11 1.14441e+09
7.20014e-11 1.14441e+09
7.30015e-11 1.14441e+09
7.40015e-11 1.10626e+09
7.50015e-11 1.14441e+09
7.60015e-11 1.14441e+09
7.70015e-11 1.14441e+09
7.80016e-11 1.14441e+09
7.90016e-11 1.14441e+09
8.00016e-11 1.14441e+09
8.10016e-11 1.14441e+09
8.20016e-11 1.10626e+09
8.30017e-11 1.14441e+09
8.40017e-11 1.14441e+09
8.50017e-11 1.14441e+09
8.60017e-11 1.14441e+09
8.70017e-11 1.10626e+09
8.80018e-11 1.14441e+09
8.90018e-11 1.14441e+09
9.00018e-11 1.10626e+09
9.10018e-11 1.14441e+09
9.20018e-11 1.10626e+09
9.30019e-11 1.14441e+09
9.40019e-11 1.10626e+09
9.50019e-11 1.14441e+09
9.60019e-11 1.10626e+09
9.70019e-11 1.10626e+09
