  -2.0000000e-08  -1.8684972e-01
  -1.9999000e-08  -1.8684975e-01
  -1.9998000e-08  -1.8684978e-01
  -1.9997000e-08  -1.8684981e-01
  -1.9996000e-08  -1.8684984e-01
  -1.9995000e-08  -1.8684987e-01
  -1.9994000e-08  -1.8684989e-01
  -1.9993000e-08  -1.8684992e-01
  -1.9992000e-08  -1.8684995e-01
  -1.9991000e-08  -1.8684998e-01
  -1.9990000e-08  -1.8685001e-01
  -1.9989000e-08  -1.8685004e-01
  -1.9988000e-08  -1.8685007e-01
  -1.9987000e-08  -1.8685010e-01
  -1.9986000e-08  -1.8685013e-01
  -1.9985000e-08  -1.8685016e-01
  -1.9984000e-08  -1.8685018e-01
  -1.9983000e-08  -1.8685021e-01
  -1.9982000e-08  -1.8685024e-01
  -1.9981000e-08  -1.8685027e-01
  -1.9980000e-08  -1.8685030e-01
  -1.9979000e-08  -1.8685033e-01
  -1.9978000e-08  -1.8685036e-01
  -1.9977000e-08  -1.8685039e-01
  -1.9976000e-08  -1.8685042e-01
  -1.9974999e-08  -1.8685045e-01
  -1.9973999e-08  -1.8685048e-01
  -1.9972999e-08  -1.8685051e-01
  -1.9971999e-08  -1.8685054e-01
  -1.9970999e-08  -1.8685057e-01
  -1.9969999e-08  -1.8685060e-01
  -1.9968999e-08  -1.8685063e-01
  -1.9967999e-08  -1.8685066e-01
  -1.9966999e-08  -1.8685069e-01
  -1.9965999e-08  -1.8685072e-01
  -1.9964999e-08  -1.8685075e-01
  -1.9963999e-08  -1.8685078e-01
  -1.9962999e-08  -1.8685081e-01
  -1.9961999e-08  -1.8685084e-01
  -1.9960999e-08  -1.8685087e-01
  -1.9959999e-08  -1.8685090e-01
  -1.9958999e-08  -1.8685093e-01
  -1.9957999e-08  -1.8685096e-01
  -1.9956999e-08  -1.8685099e-01
  -1.9955999e-08  -1.8685102e-01
  -1.9954999e-08  -1.8685105e-01
  -1.9953999e-08  -1.8685108e-01
  -1.9952999e-08  -1.8685111e-01
  -1.9951999e-08  -1.8685114e-01
  -1.9950999e-08  -1.8685118e-01
  -1.9949999e-08  -1.8685121e-01
  -1.9948999e-08  -1.8685124e-01
  -1.9947999e-08  -1.8685127e-01
  -1.9946999e-08  -1.8685130e-01
  -1.9945999e-08  -1.8685133e-01
  -1.9944999e-08  -1.8685136e-01
  -1.9943999e-08  -1.8685139e-01
  -1.9942999e-08  -1.8685142e-01
  -1.9941999e-08  -1.8685146e-01
  -1.9940999e-08  -1.8685149e-01
  -1.9939999e-08  -1.8685152e-01
  -1.9938999e-08  -1.8685155e-01
  -1.9937999e-08  -1.8685158e-01
  -1.9936999e-08  -1.8685161e-01
  -1.9935999e-08  -1.8685164e-01
  -1.9934999e-08  -1.8685167e-01
  -1.9933999e-08  -1.8685171e-01
  -1.9932999e-08  -1.8685174e-01
  -1.9931999e-08  -1.8685177e-01
  -1.9930999e-08  -1.8685180e-01
  -1.9929999e-08  -1.8685183e-01
  -1.9928999e-08  -1.8685187e-01
  -1.9927999e-08  -1.8685190e-01
  -1.9926999e-08  -1.8685193e-01
  -1.9925999e-08  -1.8685196e-01
  -1.9924998e-08  -1.8685199e-01
  -1.9923998e-08  -1.8685202e-01
  -1.9922998e-08  -1.8685206e-01
  -1.9921998e-08  -1.8685209e-01
  -1.9920998e-08  -1.8685212e-01
  -1.9919998e-08  -1.8685215e-01
  -1.9918998e-08  -1.8685219e-01
  -1.9917998e-08  -1.8685222e-01
  -1.9916998e-08  -1.8685225e-01
  -1.9915998e-08  -1.8685228e-01
  -1.9914998e-08  -1.8685231e-01
  -1.9913998e-08  -1.8685235e-01
  -1.9912998e-08  -1.8685238e-01
  -1.9911998e-08  -1.8685241e-01
  -1.9910998e-08  -1.8685244e-01
  -1.9909998e-08  -1.8685248e-01
  -1.9908998e-08  -1.8685251e-01
  -1.9907998e-08  -1.8685254e-01
  -1.9906998e-08  -1.8685258e-01
  -1.9905998e-08  -1.8685261e-01
  -1.9904998e-08  -1.8685264e-01
  -1.9903998e-08  -1.8685267e-01
  -1.9902998e-08  -1.8685271e-01
  -1.9901998e-08  -1.8685274e-01
  -1.9900998e-08  -1.8685277e-01
  -1.9899998e-08  -1.8685281e-01
  -1.9898998e-08  -1.8685284e-01
  -1.9897998e-08  -1.8685287e-01
  -1.9896998e-08  -1.8685290e-01
  -1.9895998e-08  -1.8685294e-01
  -1.9894998e-08  -1.8685297e-01
  -1.9893998e-08  -1.8685300e-01
  -1.9892998e-08  -1.8685304e-01
  -1.9891998e-08  -1.8685307e-01
  -1.9890998e-08  -1.8685310e-01
  -1.9889998e-08  -1.8685314e-01
  -1.9888998e-08  -1.8685317e-01
  -1.9887998e-08  -1.8685320e-01
  -1.9886998e-08  -1.8685324e-01
  -1.9885998e-08  -1.8685327e-01
  -1.9884998e-08  -1.8685330e-01
  -1.9883998e-08  -1.8685334e-01
  -1.9882998e-08  -1.8685337e-01
  -1.9881998e-08  -1.8685341e-01
  -1.9880998e-08  -1.8685344e-01
  -1.9879998e-08  -1.8685347e-01
  -1.9878998e-08  -1.8685351e-01
  -1.9877998e-08  -1.8685354e-01
  -1.9876998e-08  -1.8685357e-01
  -1.9875998e-08  -1.8685361e-01
  -1.9874997e-08  -1.8685364e-01
  -1.9873997e-08  -1.8685368e-01
  -1.9872997e-08  -1.8685371e-01
  -1.9871997e-08  -1.8685374e-01
  -1.9870997e-08  -1.8685378e-01
  -1.9869997e-08  -1.8685381e-01
  -1.9868997e-08  -1.8685385e-01
  -1.9867997e-08  -1.8685388e-01
  -1.9866997e-08  -1.8685391e-01
  -1.9865997e-08  -1.8685395e-01
  -1.9864997e-08  -1.8685398e-01
  -1.9863997e-08  -1.8685402e-01
  -1.9862997e-08  -1.8685405e-01
  -1.9861997e-08  -1.8685409e-01
  -1.9860997e-08  -1.8685412e-01
  -1.9859997e-08  -1.8685416e-01
  -1.9858997e-08  -1.8685419e-01
  -1.9857997e-08  -1.8685423e-01
  -1.9856997e-08  -1.8685426e-01
  -1.9855997e-08  -1.8685429e-01
  -1.9854997e-08  -1.8685433e-01
